name,ticker,figi,lot,currency,class_code
PerkinElmer,PKI,BBG000FXW512,1,usd,SPBXM
APA Corporation,APA,BBG00YTS96G2,1,usd,SPBXM
CNX Resources Corporation,CNX,BBG000CKVSG8,1,usd,SPBXM
SLM Corp,SLM,BBG000BBCQD7,1,usd,SPBXM
Southwest Gas Holdings,SWX,BBG00FWP4JW4,1,usd,SPBXM
Axcelis Technologies,ACLS,BBG000DW34S2,1,usd,SPBXM
LG Display,LPL,BBG000FJ0RK9,1,usd,SPBXM
Conagra Brands,CAG,BBG000BDXGP9,1,usd,SPBXM
Детский Мир,DSKY,BBG000BN56Q9,10,rub,TQBR
"WW International, Inc.",WW,BBG000DY6735,1,usd,SPBXM
MillerKnoll,MLKN,BBG000BP46T2,1,usd,SPBXM
BASF SE,BAS@DE,BBG000BBVVK7,1,eur,SPBDE
Medtronic,MDT,BBG000BNWG87,1,usd,SPBXM
Arthur J. Gallagher & Co,AJG,BBG000BBHXQ3,1,usd,SPBXM
Rio Tinto,RIO,BBG000FD28T3,1,usd,SPBXM
51job,JOBS,BBG000BJD1D4,1,usd,SPBXM
Guidewire Software Inc,GWRE,BBG001C7PM75,1,usd,SPBXM
Marriott International,MAR,BBG000BGD7W6,1,usd,SPBXM
En+ Group,ENPG,BBG000RMWQD4,1,rub,TQBR
Paycom Software Inc,PAYC,BBG0064N0ZZ5,1,usd,SPBXM
"Tattooed Chef, Inc.",TTCF,BBG00LN7Q496,1,usd,SPBXM
nCino,NCNO,BBG014GJ8XH2,1,usd,SPBXM
City Holding Company,CHCO,BBG000BFJFX3,1,usd,SPBXM
Denali Therapeutics Inc,DNLI,BBG008P7F869,1,usd,SPBXM
Polymetal,POLY,BBG004PYF2N3,1,rub,TQBR
Mettler Toledo,MTD,BBG000BZCKH3,1,usd,SPBXM
TreeHouse Foods Inc,THS,BBG000GQGJT4,1,usd,SPBXM
Hubbell,HUBB,BBG000BLK267,1,usd,SPBXM
News Corp (A),NWSA,BBG0035LY913,1,usd,SPBXM
Atea Pharmaceuticals,AVIR,BBG00TZNCJ75,1,usd,SPBXM
Amphenol,APH,BBG000B9YJ35,1,usd,SPBXM
Нижнекамскнефтехим - акции привилегированные,NKNCP,BBG000GQSVC2,10,rub,TQBR
Avnet,AVT,BBG000BCPB71,1,usd,SPBXM
Domino's Pizza Inc,DPZ,BBG000P458P3,1,usd,SPBXM
ZIM Integrated Shipping Services,ZIM,BBG00YQ7XR05,1,usd,SPBXM
Gray Television Inc,GTN,BBG000DSQLQ0,1,usd,SPBXM
Citigroup,C,BBG000FY4S11,1,usd,SPBXM
Granite Construction Inc,GVA,BBG000DVB833,1,usd,SPBXM
Ryder System,R,BBG000BRVP70,1,usd,SPBXM
International Paper,IP,BBG000BM5SR2,1,usd,SPBXM
Kirby Corp,KEX,BBG000BMQCP6,1,usd,SPBXM
Aluminum Corp of China,ACH,BBG000CMRVH1,1,usd,SPBXM
Edgewell Personal Care Co,EPC,BBG000BRW644,1,usd,SPBXM
Coupa Software Inc,COUP,BBG001J4BCN4,1,usd,SPBXM
GILEAD,GILD,BBG000CKGBP2,1,usd,SPBXM
Winnebago Industries Inc,WGO,BBG000BWS3F3,1,usd,SPBXM
BioCryst Pharmaceuticals,BCRX,BBG000BLYWX6,1,usd,SPBXM
Solid Biosciences,SLDB,BBG00JN4FXG8,1,usd,SPBXM
Mesa Laboratories Inc,MLAB,BBG000BP3PW7,1,usd,SPBXM
Waste Connections,WCN,BBG000FLHZZ2,1,usd,SPBXM
Applied Materials,AMAT,BBG000BBPFB9,1,usd,SPBXM
Inovio Pharmaceuticals,INO,BBG000BK6YX5,1,usd,SPBXM
Hilton,HLT,BBG0058KMH30,1,usd,SPBXM
Snap-on,SNA,BBG000BT7JW9,1,usd,SPBXM
Vontier Corporation,VNT,BBG00RRGSJR4,1,usd,SPBXM
Organon & Co.,OGN,BBG00ZQRGW24,1,usd,SPBXM
Bristol-Myers Squibb,BMY,BBG000DQLV23,1,usd,SPBXM
Avantor Inc,AVTR,BBG00G2HHYD7,1,usd,SPBXM
Willis Towers Watson,WTW,BBG000DB3KT1,1,usd,SPBXM
Apple Hospitality REIT,APLE,BBG006473QX9,1,usd,SPBXM
Chemed Corp,CHE,BBG000C19QW1,1,usd,SPBXM
AMD,AMD,BBG000BBQCY0,1,usd,SPBXM
Российские сети - акции привилегированные,RSTIP,BBG000KTF667,1000,rub,TQBR
Broadridge Financial Solutions,BR,BBG000PPFKQ7,1,usd,SPBXM
ON Semiconductor Corp,ON,BBG000DV7MX4,1,usd,SPBXM
CloudFlare Inc,NET,BBG001WMKHH5,1,usd,SPBXM
Corteva Inc,CTVA,BBG00BN969C1,1,usd,SPBXM
TG Therapeutics,TGTX,BBG000FVZQY1,1,usd,SPBXM
CoStar Group Inc,CSGP,BBG000D7JKW9,1,usd,SPBXM
Tractor Supply,TSCO,BBG000BLXZN1,1,usd,SPBXM
Spotify Technology SA,SPOT,BBG003T4VFC2,1,usd,SPBXM
Papa John's International Inc,PZZA,BBG000BFWF13,1,usd,SPBXM
Insulet Corp,PODD,BBG000R7XX87,1,usd,SPBXM
Halliburton,HAL,BBG000BKTFN2,1,usd,SPBXM
Dollar General,DG,BBG000NV1KK7,1,usd,SPBXM
Dillard's Inc,DDS,BBG000BS4MP5,1,usd,SPBXM
"GXO Logistics, Inc.",GXO,BBG00YDGX945,1,usd,SPBXM
RH,RH,BBG002293PJ4,1,usd,SPBXM
BorgWarner,BWA,BBG000BJ49H3,1,usd,SPBXM
PNC Financial Services,PNC,BBG000BRD0D8,1,usd,SPBXM
Dow Inc,DOW,BBG00BN96922,1,usd,SPBXM
Muenchener Rueckversicherungs-Gesellschaft AG,MUV2@DE,BBG000BD9FD1,1,eur,SPBDE
Zogenix Inc,ZGNX,BBG000VDC3G9,1,usd,SPBXM
Vaxart Inc,VXRT,BBG000DR0RZ7,1,usd,SPBXM
LCI Industries,LCII,BBG000DNLMB0,1,usd,SPBXM
Hain Celestial Group Inc,HAIN,BBG000BQW085,1,usd,SPBXM
Iron Mountain REIT,IRM,BBG000KCZPC3,1,usd,SPBXM
Fortune Brands Home & Security,FBHS,BBG001B4BV87,1,usd,SPBXM
Fate Therapeutics Inc,FATE,BBG000QP35H2,1,usd,SPBXM
SelectQuote,SLQT,BBG000GTP1B6,1,usd,SPBXM
Ford,F,BBG000BQPC32,1,usd,SPBXM
Syneos Health Inc,SYNH,BBG0078Y1D92,1,usd,SPBXM
"ChemoCentryx, Inc",CCXI,BBG000PTSB12,1,usd,SPBXM
ABM Industries,ABM,BBG000B9YYH7,1,usd,SPBXM
Watsco Inc,WSO,BBG000DJN7L9,1,usd,SPBXM
Humana,HUM,BBG000BLKK03,1,usd,SPBXM
Rivian Automotive,RIVN,BBG00741Y1N2,1,usd,SPBXM
AmerisourceBergen Corp,ABC,BBG000MDCQC2,1,usd,SPBXM
Central Garden & Pet Co,CENTA,BBG000KTYB56,1,usd,SPBXM
CEL SCI Corporation,CVM,BBG000H5G6L5,1,usd,SPBXM
Edwards Lifesciences,EW,BBG000BRXP69,1,usd,SPBXM
Sistema PJSFC,SSA@GS,BBG000G7B4C2,1,usd,SPBXM
IGM Biosciences Inc,IGMS,BBG00PNR1BT2,1,usd,SPBXM
Sanofi,SNY,BBG000BBD5N1,1,usd,SPBXM
Fulgent Genetics,FLGT,BBG00DR7LTG2,1,usd,SPBXM
Bank of Hawaii,BOH,BBG000C8D8G9,1,usd,SPBXM
DexCom Inc,DXCM,BBG000QTF8K1,1,usd,SPBXM
First American Financial Corporation,FAF,BBG000V78V75,1,usd,SPBXM
Artivion,AORT,BBG000BMLVJ6,1,usd,SPBXM
Корпорация ИРКУТ,IRKT,BBG000FWGSZ5,100,rub,TQBR
Ovintiv Inc.,OVV,BBG00R2NHQ65,1,usd,SPBXM
"BJs Wholesale Club Holdings, Inc.",BJ,BBG00FQ8T4G3,1,usd,SPBXM
iRobot Corp,IRBT,BBG000HXJB21,1,usd,SPBXM
Vulcan Materials,VMC,BBG000BWGYF8,1,usd,SPBXM
NetApp,NTAP,BBG000FP1N32,1,usd,SPBXM
МРСК Волги,MRKV,BBG000PKWCQ7,10000,rub,TQBR
Scotts Miracle-Gro Co The,SMG,BBG000BT5PG5,1,usd,SPBXM
"ALLETE, Inc.",ALE,BBG000CYW7N5,1,usd,SPBXM
Booz Allen Hamilton,BAH,BBG000R2YFG7,1,usd,SPBXM
Wal-Mart Stores,WMT,BBG000BWXBC2,1,usd,SPBXM
Tyson Foods,TSN,BBG000DKCC19,1,usd,SPBXM
"Recursion Pharmaceuticals, Inc.",RXRX,BBG00PQ4XJ45,1,usd,SPBXM
HP,HPQ,BBG000KHWT55,1,usd,SPBXM
Nutrien,NTR,BBG00JM9XLN6,1,usd,SPBXM
American Outdoor Brands Inc,AOUT,BBG00QV8FS02,1,usd,SPBXM
Royal Gold,RGLD,BBG000BS5170,1,usd,SPBXM
Paymentus Holdings,PAY,BBG010MW0N84,1,usd,SPBXM
Sage Therapeutics Inc,SAGE,BBG0025X16Y5,1,usd,SPBXM
BigCommerce Holdings,BIGC,BBG00W1PSSJ0,1,usd,SPBXM
Genpact Limited,G,BBG000RQBFV2,1,usd,SPBXM
Corning,GLW,BBG000BKFZM4,1,usd,SPBXM
Westlake Corporation,WLK,BBG000PXZFW2,1,usd,SPBXM
Turtle Beach Corp,HEAR,BBG000BM6N47,1,usd,SPBXM
Anaplan Inc,PLAN,BBG002DZS299,1,usd,SPBXM
Qurate Retail Inc,QRTEA,BBG000PCQQL6,1,usd,SPBXM
Caterpillar,CAT,BBG000BF0K17,1,usd,SPBXM
Newmont Goldcorp Corporation,NEM,BBG000BPWXK1,1,usd,SPBXM
Middleby Corp The,MIDD,BBG000DQN9R3,1,usd,SPBXM
Yum China Holdings,YUMC,BBG00B8N0HG1,1,usd,SPBXM
Lyft Inc,LYFT,BBG004M9ZHX5,1,usd,SPBXM
NortonLifeLock Inc,NLOK,BBG000BH2JM1,1,usd,SPBXM
Eagle Pharmaceuticals Inc,EGRX,BBG005Y3XWH9,1,usd,SPBXM
ВСМПО-АВИСМА,VSMO,BBG004S68CV8,1,rub,TQBR
Cerevel Therapeutics Holdings,CERE,BBG00VCYVLH4,1,usd,SPBXM
Azenta,AZTA,BBG000DX9JV7,1,usd,SPBXM
Black Diamond Therapeutics Inc,BDTX,BBG00MS4Y0W9,1,usd,SPBXM
Walt Disney,DIS,BBG000BH4R78,1,usd,SPBXM
Workiva Inc,WK,BBG007BVZ8H9,1,usd,SPBXM
Nexters Inc,GDEV,BBG00Z5KBW72,1,usd,SPBXM
Starwood Property Trust REIT,STWD,BBG000M1J270,1,usd,SPBXM
Spirit AeroSystems Holdings,SPR,BBG000PRJ2Z9,1,usd,SPBXM
Anheuser-Busch InBev,BUD,BBG000RYC984,1,usd,SPBXM
First Merchants Corporation,FRME,BBG000BBSJ28,1,usd,SPBXM
Объединенная авиастроительная корпорация,UNAC,BBG000Q7ZZY2,1000,rub,TQBR
Tapestry,TPR,BBG000BY29C7,1,usd,SPBXM
Republic Services,RSG,BBG000BPXVJ6,1,usd,SPBXM
"C3.ai, Inc",AI,BBG00Y6G6X31,1,usd,SPBXM
Marsh & McLennan,MMC,BBG000BP4MH0,1,usd,SPBXM
Группа ЛСР,LSRG,BBG004S68C39,1,rub,TQBR
Northern Trust,NTRS,BBG000BQ74K1,1,usd,SPBXM
Skyline Champion,SKY,BBG000BT2TP0,1,usd,SPBXM
Baozun Inc,BZUN,BBG008HNS333,1,usd,SPBXM
"FTC Solar, Inc.",FTCI,BBG0320C1036,1,usd,SPBXM
Standex International Corp,SXI,BBG000BTT5B8,1,usd,SPBXM
Dril-Quip Inc,DRQ,BBG000BVDBY2,1,usd,SPBXM
Equity LifeStyle Properties REIT,ELS,BBG000BB7SX7,1,usd,SPBXM
Rheinmetall AG,RHM@DE,BBG000BWT790,1,eur,SPBDE
Wintrust Financial,WTFC,BBG000HD3DW5,1,usd,SPBXM
Plexus Corp,PLXS,BBG000BRBX66,1,usd,SPBXM
Appfolio Inc,APPF,BBG008GC8CP6,1,usd,SPBXM
Trane Technologies,TT,BBG000BM6788,1,usd,SPBXM
Illumina,ILMN,BBG000DSMS70,1,usd,SPBXM
Nexstar Media Group Inc,NXST,BBG000DZJVH0,1,usd,SPBXM
Array Technologies,ARRY,BBG001V4SF46,1,usd,SPBXM
Public Storage REIT,PSA,BBG000BPPN67,1,usd,SPBXM
Americold Realty Trust REIT,COLD,BBG000QF05R6,1,usd,SPBXM
United Parcel Service,UPS,BBG000L9CV04,1,usd,SPBXM
Malibu Boats Inc,MBUU,BBG005PXTR70,1,usd,SPBXM
CDK Global,CDK,BBG006B6PVN9,1,usd,SPBXM
Zimmer Biomet Holdings,ZBH,BBG000BKPL53,1,usd,SPBXM
XP Inc,XP,BBG00QVJYGM9,1,usd,SPBXM
Belden Inc,BDC,BBG000Q4XNV1,1,usd,SPBXM
Heska Corp,HSKA,BBG000BWFH48,1,usd,SPBXM
PPL,PPL,BBG000BRJL00,1,usd,SPBXM
Cable One,CABO,BBG000F02T51,1,usd,SPBXM
AppHarvest,APPH,BBG00VDGP717,1,usd,SPBXM
FedEx,FDX,BBG000BJF1Z8,1,usd,SPBXM
Varonis Systems Inc,VRNS,BBG001Y04TN6,1,usd,SPBXM
Charles River Laboratories Int,CRL,BBG000BG5BL8,1,usd,SPBXM
Canadian National Railway Co,CNI,BBG000HS74G6,1,usd,SPBXM
Zions Bancorporation,ZION,BBG000BX9WL1,1,usd,SPBXM
Invesco,IVZ,BBG000BY2Y78,1,usd,SPBXM
Paramount Global,PARA,BBG000C496P7,1,usd,SPBXM
Dropbox Inc,DBX,BBG0018SLDN0,1,usd,SPBXM
Stem,STEM,BBG00XP8NQN4,1,usd,SPBXM
Таттелеком,TTLK,BBG000RJL816,1000,rub,TQBR
Darden Restaurants,DRI,BBG000BBNYF6,1,usd,SPBXM
DuPont de Nemours Inc,DD,BBG00BN961G4,1,usd,SPBXM
CenterPoint Energy,CNP,BBG000FDBX90,1,usd,SPBXM
Центральный Телеграф,CNTL,BBG000BBV4M5,100,rub,TQBR
Silicon Laboratories Inc,SLAB,BBG000BB99S3,1,usd,SPBXM
ANSYS,ANSS,BBG000GXZ4W7,1,usd,SPBXM
Schrodinger Inc,SDGR,BBG000T88BN2,1,usd,SPBXM
Crocs Inc,CROX,BBG000BLY663,1,usd,SPBXM
SJW Group,SJW,BBG000BT1ZY7,1,usd,SPBXM
Anterix,ATEX,BBG0081NLHR0,1,usd,SPBXM
QuidelOrtho Corp,QDEL,BBG017TGV7M2,1,usd,SPBXM
Teladoc Health Inc,TDOC,BBG0019T5SG0,1,usd,SPBXM
OSI Systems Inc,OSIS,BBG000BWPR54,1,usd,SPBXM
Installed Building Products,IBP,BBG005TJKDZ6,1,usd,SPBXM
SiteOne Landscape Supply Inc,SITE,BBG009T22D49,1,usd,SPBXM
Integra LifeSciences Holdings,IART,BBG000BZJQL8,1,usd,SPBXM
Signet Jewelers,SIG,BBG000C4ZZ10,1,usd,SPBXM
Hawaiian Holdings Inc,HA,BBG000BC4185,1,usd,SPBXM
US Physical Therapy Inc,USPH,BBG000CSRSG6,1,usd,SPBXM
"Camping World Holdings, Inc.",CWH,BBG00D2Z7X83,1,usd,SPBXM
Cognex Corp,CGNX,BBG000BPBVW5,1,usd,SPBXM
Federal Realty Investment Trust REIT,FRT,BBG000BJVN28,1,usd,SPBXM
B&G Foods Inc,BGS,BBG000RKXRQ1,1,usd,SPBXM
Qualtrics International Inc.,XM,BBG00M9BHPZ5,1,usd,SPBXM
Progress Software Corp,PRGS,BBG000C4QP94,1,usd,SPBXM
Dollar Tree,DLTR,BBG000BSC0K9,1,usd,SPBXM
WESCO International Inc,WCC,BBG000D0FNV3,1,usd,SPBXM
Garrett Motion Inc,GTX,BBG00HY28P97,1,usd,SPBXM
Performance Food Group Co,PFGC,BBG009XW2WB8,1,usd,SPBXM
Chegg Inc,CHGG,BBG0014XR0N5,1,usd,SPBXM
Capital One,COF,BBG000BGKTF9,1,usd,SPBXM
OrthoPediatrics Corp,KIDS,BBG00HFFRW39,1,usd,SPBXM
Lowe's,LOW,BBG000BNDN65,1,usd,SPBXM
Ameriprise Financial,AMP,BBG000G3QLY3,1,usd,SPBXM
Магнит,MGNT,BBG004RVFCY3,1,rub,TQBR
СОЛЛЕРС,SVAV,BBG004S68JR8,10,rub,TQBR
AutoZone,AZO,BBG000C7LMS8,1,usd,SPBXM
ГДР Kaspi.kz JSC,KSPI@GS,BBG00XV2T033,1,usd,SPBXM
PROG Holdings,PRG,BBG00VSH86G4,1,usd,SPBXM
Arbor Realty Trust REIT,ABR,BBG000KMVDV1,1,usd,SPBXM
Arrival,ARVL,BBG00YFSF9D7,1,usd,SPBXM
PetIQ Inc,PETQ,BBG00H1CY328,1,usd,SPBXM
Goldman Sachs,GS,BBG000C6CFJ5,1,usd,SPBXM
PPG Industries,PPG,BBG000BRJ809,1,usd,SPBXM
MKS Instruments,MKSI,BBG000BVMG26,1,usd,SPBXM
The Charles Schwab Corporation,SCHW,BBG000BSLZY7,1,usd,SPBXM
Wynn Resorts,WYNN,BBG000LD9JQ8,1,usd,SPBXM
Radian Group,RDN,BBG000BMWV95,1,usd,SPBXM
Moody's,MCO,BBG000F86GP6,1,usd,SPBXM
Concentrix Corporation,CNXC,BBG00RCNQMX3,1,usd,SPBXM
Farfetch Ltd,FTCH,BBG00LSD4456,1,usd,SPBXM
Brunswick Corp DE,BC,BBG000BCWSS3,1,usd,SPBXM
S&P Global,SPGI,BBG000BP1Q11,1,usd,SPBXM
Dr. Reddy's Laboratories,RDY,BBG000NJ96L6,1,usd,SPBXM
Albemarle,ALB,BBG000BJ26K7,1,usd,SPBXM
СПБ Биржа,SPBE,BBG002GHV6L9,1,rub,SPBRU
MercadoLibre Inc,MELI,BBG000GQPB11,1,usd,SPBXM
CSW Industrials Inc,CSWI,BBG007NLG4L3,1,usd,SPBXM
Under Armour,UAA,BBG000BXM6V2,1,usd,SPBXM
Novolipetsk Steel PJSC,NLMK@GS,BBG000PR0PJ6,1,usd,SPBXM
Union Pacific Corporation,UNP,BBG000BW3299,1,usd,SPBXM
Intellia Therapeutics Inc,NTLA,BBG007KC7PB0,1,usd,SPBXM
"First Financial Bankshares, Inc.",FFIN,BBG000BL8476,1,usd,SPBXM
Encore Capital Group Inc,ECPG,BBG000F369C7,1,usd,SPBXM
Covetrus Inc,CVET,BBG00KR691K8,1,usd,SPBXM
Hartford Financial Services,HIG,BBG000G0Z878,1,usd,SPBXM
Science Applications Internati,SAIC,BBG003BW05K6,1,usd,SPBXM
Waters,WAT,BBG000FQRVM3,1,usd,SPBXM
Arch Capital Group,ACGL,BBG000HXNN20,1,usd,SPBXM
SiTime,SITM,BBG00QNSY1H7,1,usd,SPBXM
Realty Income REIT,O,BBG000DHPN63,1,usd,SPBXM
CDW Corp,CDW,BBG001P63B80,1,usd,SPBXM
Quest Diagnostics,DGX,BBG000BN84F3,1,usd,SPBXM
Zoom Video Communications Inc,ZM,BBG0042V6JM8,1,usd,SPBXM
Universal Health Services,UHS,BBG000CB8Q50,1,usd,SPBXM
Cardiovascular Systems Inc,CSII,BBG000NWQ9S5,1,usd,SPBXM
Harley-Davidson,HOG,BBG000BKZTP3,1,usd,SPBXM
Welltower REIT,WELL,BBG000BKY1G5,1,usd,SPBXM
Power Integrations Inc,POWI,BBG000BTT3D1,1,usd,SPBXM
Kontoor Brands Inc,KTB,BBG00LPTHYD5,1,usd,SPBXM
Penske Automotive Group,PAG,BBG000H6K1B0,1,usd,SPBXM
Medifast Inc,MED,BBG000BWBW76,1,usd,SPBXM
UGI Corp,UGI,BBG000BVYN55,1,usd,SPBXM
Schlumberger,SLB,BBG000BT41Q8,1,usd,SPBXM
LivePerson Inc,LPSN,BBG000BSV0W5,1,usd,SPBXM
Polyus PJSC,PLZL@GS,BBG00H2CS6K7,1,usd,SPBXM
Toyota Motor Corp,TM,BBG000BPH299,1,usd,SPBXM
GitLab,GTLB,BBG00DHTYPH8,1,usd,SPBXM
Boston Properties REIT,BXP,BBG000BS5CM9,1,usd,SPBXM
TE Connectivity,TEL,BBG000RGM5P1,1,usd,SPBXM
Edison International,EIX,BBG000D7RKJ5,1,usd,SPBXM
JB Hunt,JBHT,BBG000BMDBZ1,1,usd,SPBXM
Old Dominion Freight Line Inc,ODFL,BBG000CHSS88,1,usd,SPBXM
New Relic Inc,NEWR,BBG001NFKJ68,1,usd,SPBXM
Axsome Therapeutics Inc,AXSM,BBG00B6G7GL7,1,usd,SPBXM
FuelCell Energy,FCEL,BBG000HQ1LB3,1,usd,SPBXM
Sberbank of Russia PJSC,SBER@GS,BBG001VBZR00,1,usd,SPBXM
Perficient Inc,PRFT,BBG000BVXFK6,1,usd,SPBXM
"Virtu Financial, Inc.",VIRT,BBG0064N2T78,1,usd,SPBXM
Обувь России,ORUP,BBG001BBGNS2,10,rub,TQPI
Ashland Inc,ASH,BBG00D0Y81M1,1,usd,SPBXM
Gevo,GEVO,BBG000P7S7L7,1,usd,SPBXM
"Airbnb, Inc",ABNB,BBG001Y2XS07,1,usd,SPBXM
ГДР Etalon Group PLC,ETLN,BBG001M2SC01,1,rub,TQBR
Energy Transfer LP,ET,BBG000BM2FL9,1,usd,SPBXM
Axon Enterprise Inc,AXON,BBG000BHJWG1,1,usd,SPBXM
Annaly Capital Management REIT,NLY,BBG000BJFJ98,1,usd,SPBXM
Appian Corp,APPN,BBG001C7PMJ2,1,usd,SPBXM
Tencent Holdings,700,BBG000BJ35N5,1,hkd,SPBHKEX
"PriceSmart, Inc.",PSMT,BBG000BTKR92,1,usd,SPBXM
Varex Imaging Corp,VREX,BBG00CZNLR47,1,usd,SPBXM
Trimble Inc,TRMB,BBG000BNPS52,1,usd,SPBXM
Warner Bros. Discovery,WBD,BBG011386VF4,1,usd,SPBXM
Ross Stores,ROST,BBG000BSBZH7,1,usd,SPBXM
Cintas,CTAS,BBG000H3YXF8,1,usd,SPBXM
Shopify Inc,SHOP,BBG008HBD923,1,usd,SPBXM
Coty,COTY,BBG000F395V1,1,usd,SPBXM
Integer Holdings Corp,ITGR,BBG000BW6JV4,1,usd,SPBXM
Yum!,YUM,BBG000BH3GZ2,1,usd,SPBXM
Timken Co The,TKR,BBG000BV95H9,1,usd,SPBXM
Healthcare Services Group Inc,HCSG,BBG000BKYVF0,1,usd,SPBXM
Ростелеком - Привилегированные акции,RTKMP,BBG004S685M3,10,rub,TQBR
HB Fuller Co,FUL,BBG000BJZ7V7,1,usd,SPBXM
Городские Инновационные Технологии,GRNT,BBG00B8NN386,100,rub,TQPI
United medical group,GEMC,BBG011MCM288,1,rub,TQBR
Skillz Inc,SKLZ,BBG00RQ732B6,1,usd,SPBXM
Alarm com Holdings Inc,ALRM,BBG007GNPYY7,1,usd,SPBXM
InsperIty Inc,NSP,BBG000BJ41X2,1,usd,SPBXM
TCR2 Therapeutics Inc,TCRR,BBG00FH3FM15,1,usd,SPBXM
Progressive,PGR,BBG000BR37X2,1,usd,SPBXM
Tabula Rasa HealthCare In,TRHC,BBG00BT7PPY8,1,usd,SPBXM
Kilroy Realty Corp REIT,KRC,BBG000BLMXN8,1,usd,SPBXM
California Water Service,CWT,BBG000D8KTN6,1,usd,SPBXM
ПАО «КАЗАНЬОРГСИНТЕЗ» - акции привилегированные,KZOSP,BBG0029SG1C1,10,rub,TQBR
American Express,AXP,BBG000BCQZS4,1,usd,SPBXM
Agilent Technologies,A,BBG000C2V3D6,1,usd,SPBXM
Emergent BioSolutions Inc,EBS,BBG000GW06J7,1,usd,SPBXM
Camden Property REIT,CPT,BBG000BB0V03,1,usd,SPBXM
Wayfair Inc,W,BBG001B17MV2,1,usd,SPBXM
Hologic,HOLX,BBG000C3NTN5,1,usd,SPBXM
Anika Therapeutics Inc,ANIK,BBG000BBKZD8,1,usd,SPBXM
Greif Inc,GEF,BBG000BLFNC0,1,usd,SPBXM
Lockheed Martin,LMT,BBG000C1BW00,1,usd,SPBXM
Freshpet Inc,FRPT,BBG001D0HB36,1,usd,SPBXM
Taylor Morrison Home Corp,TMHC,BBG003PGJHP5,1,usd,SPBXM
Blackstone Mortgage Trust REIT,BXMT,BBG000BGKJ70,1,usd,SPBXM
Snowflake Inc,SNOW,BBG007DHGNJ4,1,usd,SPBXM
"UiPath, Inc.",PATH,BBG00GKS1G03,1,usd,SPBXM
Sally Beauty Holdings Inc,SBH,BBG000LR8515,1,usd,SPBXM
ConocoPhillips,COP,BBG000BQQH30,1,usd,SPBXM
Zebra Technologies Corp,ZBRA,BBG000CC7LQ7,1,usd,SPBXM
Academy Sports & Outdoors,ASO,BBG00X7L1C14,1,usd,SPBXM
CoreCivic,CXW,BBG000BJSJT2,1,usd,SPBXM
"Steven Madden, Ltd.",SHOO,BBG000BLV2Q3,1,usd,SPBXM
"V2X, Inc.",VVX,BBG005PG80K4,1,usd,SPBXM
"Goosehead Insurance, Inc.",GSHD,BBG00KHHBMC5,1,usd,SPBXM
Builders FirstSource Inc,BLDR,BBG000BKD3K9,1,usd,SPBXM
Aerojet Rocketdyne Holdings In,AJRD,BBG000BKRHQ7,1,usd,SPBXM
Diodes Inc,DIOD,BBG000G25P51,1,usd,SPBXM
CSG Systems International Inc,CSGS,BBG000G3TQV2,1,usd,SPBXM
Affimed NV,AFMD,BBG006R5SSH5,1,usd,SPBXM
Hillenbrand,HI,BBG000KT0GV3,1,usd,SPBXM
Proto Labs Inc,PRLB,BBG000BT13B3,1,usd,SPBXM
Zoetis,ZTS,BBG0039320N9,1,usd,SPBXM
КАМАЗ,KMAZ,BBG000LNHHJ9,10,rub,TQBR
Agnico Eagle Mines,AEM,BBG000DLVDK3,1,usd,SPBXM
Intuit,INTU,BBG000BH5DV1,1,usd,SPBXM
BellRing Brands,BRBR,BBG013QNJHP8,1,usd,SPBXM
ПАО «КАЗАНЬОРГСИНТЕЗ»,KZOS,BBG0029SFXB3,10,rub,TQBR
C.H. Robinson Worldwide,CHRW,BBG000BTCH57,1,usd,SPBXM
Old Republic International Corporation,ORI,BBG000C4PLF7,1,usd,SPBXM
Barrett Business Services Inc,BBSI,BBG000BHJSC4,1,usd,SPBXM
LiveRamp Holdings Inc,RAMP,BBG000BB4HM6,1,usd,SPBXM
Lennox International Inc,LII,BBG000BB5B84,1,usd,SPBXM
Fix Price Group,FIXP,BBG00ZHCX1X2,1,rub,TQBR
Electronic Arts,EA,BBG000BP0KQ8,1,usd,SPBXM
VK,VKCO,BBG00178PGX3,1,rub,TQBR
Pacific Biosciences of California,PACB,BBG000QKXH20,1,usd,SPBXM
CareDx Inc,CDNA,BBG006JS5785,1,usd,SPBXM
SK Telecom Co.,SKM,BBG000BLN497,1,usd,SPBXM
Meritor Inc,MTOR,BBG000BH92D1,1,usd,SPBXM
PepsiCo,PEP,BBG000DH7JK6,1,usd,SPBXM
IAC Inc,IAC,BBG00S1LR2C3,1,usd,SPBXM
Tucows Inc,TCX,BBG000L69KL5,1,usd,SPBXM
Molina Healthcare Inc,MOH,BBG000MBHNC8,1,usd,SPBXM
ФосАгро,PHOR,BBG004S689R0,1,rub,TQBR
Duluth Holdings Inc,DLTH,BBG002GBMZG4,1,usd,SPBXM
Regal Rexnord,RRX,BBG000BRXTR8,1,usd,SPBXM
OraSure Technologies Inc,OSUR,BBG000J3D1Y8,1,usd,SPBXM
O'Reilly Automotive,ORLY,BBG000BGYWY6,1,usd,SPBXM
AAR Corp,AIR,BBG000BBGQF1,1,usd,SPBXM
Avanos Medical Inc,AVNS,BBG005L86G05,1,usd,SPBXM
CBRE Group,CBRE,BBG000C04224,1,usd,SPBXM
Duke Energy Corp,DUK,BBG000BHGDH5,1,usd,SPBXM
