time,volume,open,close,high,low,last_trade_ts
2022-11-14 07:05:00+00:00,919.0,2120.0,2119.4,2121.0,2119.4,2022-11-14 07:05:48.338559+00:00
2022-11-14 07:05:00+00:00,920.0,2120.0,2120.2,2121.0,2119.4,2022-11-14 07:05:52.886666+00:00
2022-11-14 07:06:00+00:00,45.0,2119.4,2119.4,2119.4,2119.4,2022-11-14 07:06:03.545247+00:00
2022-11-14 07:06:00+00:00,70.0,2119.2,2120.0,2120.0,2119.2,2022-11-14 07:06:08.731402+00:00
2022-11-14 07:06:00+00:00,232.0,2119.2,2119.8,2120.8,2119.2,2022-11-14 07:06:14.278030+00:00
2022-11-14 07:06:00+00:00,234.0,2119.2,2120.0,2120.8,2119.2,2022-11-14 07:06:15.321276+00:00
2022-11-14 07:06:00+00:00,242.0,2119.2,2120.0,2120.8,2119.2,2022-11-14 07:06:18.373847+00:00
2022-11-14 07:06:00+00:00,243.0,2119.2,2120.4,2120.8,2119.2,2022-11-14 07:06:19.227112+00:00
2022-11-14 07:06:00+00:00,253.0,2119.2,2120.4,2120.8,2119.2,2022-11-14 07:06:21.704177+00:00
2022-11-14 07:06:00+00:00,256.0,2119.2,2120.6,2120.8,2119.2,2022-11-14 07:06:23.175084+00:00
2022-11-14 07:06:00+00:00,258.0,2119.2,2120.6,2120.8,2119.2,2022-11-14 07:06:23.629374+00:00
2022-11-14 07:06:00+00:00,259.0,2119.2,2120.4,2120.8,2119.2,2022-11-14 07:06:25.692318+00:00
2022-11-14 07:06:00+00:00,263.0,2119.2,2120.6,2120.8,2119.2,2022-11-14 07:06:30.157660+00:00
2022-11-14 07:06:00+00:00,287.0,2119.2,2120.6,2120.8,2119.2,2022-11-14 07:06:30.537235+00:00
2022-11-14 07:06:00+00:00,299.0,2119.2,2120.4,2120.8,2119.2,2022-11-14 07:06:32.087075+00:00
2022-11-14 07:06:00+00:00,317.0,2119.2,2120.8,2120.8,2119.2,2022-11-14 07:06:33.122970+00:00
2022-11-14 07:06:00+00:00,346.0,2119.2,2120.6,2120.8,2119.2,2022-11-14 07:06:34.999596+00:00
2022-11-14 07:06:00+00:00,376.0,2119.2,2120.8,2120.8,2119.2,2022-11-14 07:06:35.810861+00:00
2022-11-14 07:06:00+00:00,381.0,2119.2,2120.6,2120.8,2119.2,2022-11-14 07:06:37.757621+00:00
2022-11-14 07:06:00+00:00,396.0,2119.2,2120.8,2120.8,2119.2,2022-11-14 07:06:39.364082+00:00
2022-11-14 07:06:00+00:00,400.0,2119.2,2120.8,2120.8,2119.2,2022-11-14 07:06:42.080832+00:00
2022-11-14 07:06:00+00:00,405.0,2119.2,2121.0,2121.0,2119.2,2022-11-14 07:06:42.527315+00:00
2022-11-14 07:06:00+00:00,430.0,2119.2,2121.0,2121.0,2119.2,2022-11-14 07:06:42.967658+00:00
2022-11-14 07:06:00+00:00,450.0,2119.2,2121.0,2121.0,2119.2,2022-11-14 07:06:43.848858+00:00
2022-11-14 07:06:00+00:00,460.0,2119.2,2121.0,2121.0,2119.2,2022-11-14 07:06:44.641052+00:00
2022-11-14 07:06:00+00:00,477.0,2119.2,2120.8,2121.0,2119.2,2022-11-14 07:06:45.058275+00:00
2022-11-14 07:06:00+00:00,487.0,2119.2,2120.8,2121.0,2119.2,2022-11-14 07:06:45.559929+00:00
2022-11-14 07:06:00+00:00,564.0,2119.2,2120.8,2121.0,2119.2,2022-11-14 07:06:50.535874+00:00
2022-11-14 07:06:00+00:00,649.0,2119.2,2121.0,2121.0,2119.2,2022-11-14 07:06:51.237765+00:00
2022-11-14 07:06:00+00:00,650.0,2119.2,2120.8,2121.0,2119.2,2022-11-14 07:06:54.049157+00:00
2022-11-14 07:06:00+00:00,670.0,2119.2,2121.0,2121.0,2119.2,2022-11-14 07:06:54.793053+00:00
2022-11-14 07:07:00+00:00,1.0,2120.8,2120.8,2120.8,2120.8,2022-11-14 07:07:00.938062+00:00
2022-11-14 07:07:00+00:00,44.0,2120.8,2120.6,2120.8,2120.6,2022-11-14 07:07:03.526970+00:00
2022-11-14 07:07:00+00:00,145.0,2120.8,2120.6,2120.8,2120.6,2022-11-14 07:07:26.630468+00:00
2022-11-14 07:07:00+00:00,148.0,2120.8,2120.4,2120.8,2120.4,2022-11-14 07:07:35.937813+00:00
2022-11-14 07:07:00+00:00,174.0,2120.8,2120.4,2120.8,2120.4,2022-11-14 07:07:38.797861+00:00
2022-11-14 07:07:00+00:00,175.0,2120.8,2120.0,2120.8,2120.0,2022-11-14 07:07:41.533695+00:00
2022-11-14 07:07:00+00:00,176.0,2120.8,2120.4,2120.8,2120.0,2022-11-14 07:07:44.322601+00:00
2022-11-14 07:07:00+00:00,180.0,2120.8,2120.2,2120.8,2120.0,2022-11-14 07:07:44.881485+00:00
2022-11-14 07:07:00+00:00,184.0,2120.8,2120.0,2120.8,2120.0,2022-11-14 07:07:46.711508+00:00
2022-11-14 07:07:00+00:00,204.0,2120.8,2120.2,2120.8,2120.0,2022-11-14 07:07:57.747316+00:00
2022-11-14 07:08:00+00:00,200.0,2120.2,2120.2,2120.2,2120.2,2022-11-14 07:08:00.706955+00:00
2022-11-14 07:08:00+00:00,255.0,2120.0,2120.0,2120.2,2120.0,2022-11-14 07:08:02.109826+00:00
2022-11-14 07:08:00+00:00,274.0,2120.0,2119.8,2120.2,2119.8,2022-11-14 07:08:05.387909+00:00
2022-11-14 07:08:00+00:00,304.0,2120.0,2119.8,2120.2,2119.8,2022-11-14 07:08:06.060456+00:00
2022-11-14 07:08:00+00:00,305.0,2120.0,2119.8,2120.2,2119.8,2022-11-14 07:08:07.169858+00:00
2022-11-14 07:08:00+00:00,309.0,2120.0,2119.4,2120.2,2119.4,2022-11-14 07:08:08.758812+00:00
2022-11-14 07:08:00+00:00,371.0,2120.0,2119.2,2120.2,2119.2,2022-11-14 07:08:15.917937+00:00
2022-11-14 07:08:00+00:00,395.0,2120.0,2119.2,2120.2,2119.2,2022-11-14 07:08:21.603729+00:00
2022-11-14 07:08:00+00:00,405.0,2120.0,2119.8,2120.2,2119.2,2022-11-14 07:08:23.933392+00:00
2022-11-14 07:08:00+00:00,409.0,2120.0,2119.8,2120.2,2119.2,2022-11-14 07:08:31.288470+00:00
2022-11-14 07:08:00+00:00,430.0,2120.0,2119.8,2120.2,2119.2,2022-11-14 07:08:34.225957+00:00
2022-11-14 07:08:00+00:00,475.0,2120.0,2120.0,2120.2,2119.2,2022-11-14 07:08:35.359669+00:00
2022-11-14 07:08:00+00:00,497.0,2120.0,2119.8,2120.2,2119.2,2022-11-14 07:08:46.431311+00:00
2022-11-14 07:08:00+00:00,585.0,2120.0,2120.0,2120.2,2119.2,2022-11-14 07:08:48.709898+00:00
2022-11-14 07:08:00+00:00,611.0,2120.0,2120.0,2120.2,2119.2,2022-11-14 07:08:51.957628+00:00
2022-11-14 07:08:00+00:00,2621.0,2120.0,2116.6,2120.2,2114.6,2022-11-14 07:08:52.303032+00:00
2022-11-14 07:08:00+00:00,2631.0,2120.0,2116.4,2120.2,2114.6,2022-11-14 07:08:53.000535+00:00
2022-11-14 07:08:00+00:00,2685.0,2120.0,2116.0,2120.2,2114.6,2022-11-14 07:08:53.705406+00:00
2022-11-14 07:08:00+00:00,2709.0,2120.0,2115.8,2120.2,2114.6,2022-11-14 07:08:54.595433+00:00
2022-11-14 07:08:00+00:00,2765.0,2120.0,2116.0,2120.2,2114.6,2022-11-14 07:08:55.489694+00:00
2022-11-14 07:08:00+00:00,2818.0,2120.0,2115.8,2120.2,2114.6,2022-11-14 07:08:57.143729+00:00
2022-11-14 07:08:00+00:00,2865.0,2120.0,2116.0,2120.2,2114.6,2022-11-14 07:08:57.146064+00:00
2022-11-14 07:09:00+00:00,1.0,2115.2,2115.2,2115.2,2115.2,2022-11-14 07:09:01.745697+00:00
2022-11-14 07:09:00+00:00,4.0,2115.2,2115.2,2115.2,2115.2,2022-11-14 07:09:02.794369+00:00
